timestamp,engine1_name,engine2_name,games_played,engine1_wins,engine2_wins,draws,engine1_win_rate
2026-04-09T09:39:27.746881487+00:00,Wiggum Engine v0.3,Stockfish 17 (1500),3,0,1,2,0.0000
2026-04-09T09:41:41.097115575+00:00,Wiggum Engine v0.3,Stockfish 17 (2000),3,0,3,0,0.0000
