timestamp,engine1_name,engine2_name,games_played,engine1_wins,engine2_wins,draws,engine1_win_rate
2026-04-09T08:33:35.088424823+00:00,Wiggum Engine v0.2,Stockfish 17 (1500),3,1,2,0,0.3333
2026-04-09T08:35:07.757224254+00:00,Wiggum Engine v0.2,Stockfish 17 (2000),3,0,3,0,0.0000
2026-04-09T08:36:22.507991019+00:00,Wiggum Engine v0.2,Stockfish 17 (2500),3,0,3,0,0.0000
2026-04-09T08:36:55.073855379+00:00,Wiggum Engine v0.2,Stockfish 17 (max),3,0,3,0,0.0000
